V1,V2,V3,V4,V5,V6,V7,V8,V9
0.8222181313,0.1500444778,0.1174279873,0.9777703597,0.2216224349,0.1286675287,0.7675559276,0.4092512631,0.1944734473
0.2559140644,0.8663718272,0.2658859862,0.4912205695,0.6161295623,0.1888111164,0.9729074179,0.9793960711,0.4356630757
0.6646118045,0.2883996353,0.0444252796,0.8953037572,0.4692638658,0.6792661452,0.926676051,0.5825927849,0.3268892246
0.7449228154,0.0443852833,0.7666365348,0.5033522823,0.1941012552,0.0105559742,0.790024247,0.046047901,0.9535542959
0.1075654619,0.5138913514,0.9932492236,0.260889418,1.79086346179247E-005,0.0252724933,0.1972610606,0.7180472431,0.5389082537
0.1617090935,0.5882706679,0.4050994413,0.178813193,0.676785728,0.3616610428,0.847525246,0.0701698789,0.9415709891
0.5197262075,0.168709361,0.841967978,0.7366218877,0.4761740924,0.0859470386,0.6645539429,0.3786853792,0.7054810324
0.5230485983,0.1266630478,0.1226901943,0.7085682051,0.6452250741,0.8351554764,0.399409346,0.1046846567,0.6489159444
0.7416838855,0.2316471033,0.0452467268,0.3309777251,0.675131802,0.2139637102,0.0586658055,0.1405292535,0.273528534
0.3150059341,0.7575451883,0.4495190596,0.9790834128,0.2949024464,0.2633010156,0.5503284507,0.602080194,0.4679933102
0.2913343592,0.7720180261,0.8341397848,0.4431947002,0.4485192802,0.0242082225,0.2888363658,0.2504340135,0.7379708923
0.7797944532,0.0571040711,0.3680821487,0.9665224527,0.6363131653,0.7341598661,0.5834328691,0.1841231904,0.8753391865
0.131774029,0.1470951601,0.6845256821,0.1784067643,0.7399929832,0.4051090763,0.5174861674,0.085804373,0.0705604695
0.2363989172,0.3127084111,0.7369108493,0.6004615205,0.6144313894,0.7982126998,0.9693326841,0.0724124881,0.0010834751
0.6238403008,0.9361282496,0.1025228165,0.3275006376,0.5463916452,0.4857656062,0.8303908862,0.4299232219,0.7862981427
0.5973109119,0.8607018411,0.7660592967,0.8411464295,0.0966179329,0.0514289381,0.643013193,0.2768116919,0.9941464604
0.0766494835,0.4702575407,0.6047202214,0.9153147172,0.234925397,0.4919730632,0.7689519757,0.0760111457,0.1732553632
0.220124854,0.6304741513,0.1716260745,0.8808091152,0.635923902,0.137014833,0.9500586663,0.6021263893,0.8454736813
0.8127733467,0.6697825284,0.5696362664,0.3698905662,0.3594404049,0.735526816,0.3470112679,0.5810981507,0.0815277102
0.4292174331,0.3387762152,0.1840147115,0.2025711301,0.628813039,0.9248630847,0.6390728345,0.2091468135,0.4902860569
0.0025309233,0.7943219237,0.8566319724,0.9243771124,0.1727306142,0.1234884209,0.6406273188,0.6865364925,0.4933554684
0.7261229539,0.5420076535,0.3778894357,0.9772086435,0.933589021,0.3931191091,0.8863518471,0.1167443853,0.8291218081
0.9899106722,0.0808197996,0.9277529169,0.6595340597,0.6595701247,0.0629642422,0.174391171,0.1433224652,0.0843376722
0.3256345,0.347225928,0.7605000997,0.4175145896,0.0015351218,0.6929975832,0.0318643595,0.7491051282,0.1321892017
0.6722520008,0.9248930882,0.3900003773,0.2722432956,0.8515463711,0.1570002171,0.4402783164,0.3876883946,0.3997512343
0.1775074399,0.9067755854,0.5591832011,0.8785560031,0.9575520824,0.9973165544,0.4923027186,0.1168299594,0.0376733991
0.9900304291,0.9164240484,0.7047961063,0.3001680381,0.3985321363,0.8622871698,0.5187155029,0.6912839466,0.3374926671
0.5915363508,0.2570573585,0.4836640628,0.4966018675,0.0091646325,0.0442515872,0.0509329194,0.2765946207,0.1916036024
0.0212232338,0.2270515531,0.9561423734,0.8612872281,0.6149095588,0.4593944645,0.2611034543,0.2093670976,0.9503284406
0.7642420195,0.9343179101,0.454189413,0.5842450317,0.4529876416,0.1584397012,0.5521805752,0.2656344692,0.7446183637
0.462531179,0.9541031735,0.3009690912,0.4737949106,0.8252989762,0.2281412731,0.2913686677,0.0884836421,0.9513279179
0.2232824389,0.8293610825,0.4778765996,0.6374923617,0.3049955976,0.2040619715,0.1867204132,0.3290215097,0.7194429559
0.8099269932,0.9223749235,0.71982916,0.7598462419,0.1767126399,0.6994505986,0.1798016946,0.9167157314,0.4888430682
0.8636000243,0.294772058,0.5896589572,0.7458764049,0.1385595433,0.7613733876,0.9540239028,0.0740691707,0.9194148092
0.2179010422,0.3351849741,0.9661353747,0.3049470643,0.3720052643,0.1119106149,0.4803179847,0.4214142433,0.2329824471
0.309506611,0.3816501466,0.853820873,0.8874215947,0.8239997663,0.548201839,0.5328690049,0.3066891304,0.1482568148
0.3537514401,0.2255218874,0.7295932693,0.1997823373,0.7129108473,0.7846140072,0.7190726111,0.8958740393,0.1956536064
0.7210234501,0.0129155617,0.645675312,0.2136321499,0.2630099244,0.0250419313,0.2349861311,0.7600040773,0.9294780951
0.8665465883,0.8178022271,0.9693545958,0.2293172267,0.6023002556,0.6368215054,0.0348964103,0.850625687,0.7509183898
0.3231764112,0.8695632601,0.4139930331,0.2158211323,0.9014830922,0.0929791969,0.7613469025,0.4901466288,0.2067717051
0.8320163293,0.6542579615,0.0409714021,0.4895032321,0.8769730148,0.1323088531,0.9050989607,0.3459913796,0.180706484
0.6368555909,0.9005350715,0.3919566548,0.2534782174,0.3371410044,0.4162599903,0.2125255095,0.1796203449,0.8605001178
0.9566245652,0.2925552679,0.6705042676,0.7503822683,0.1856635089,0.9405939067,0.6691987189,0.0899642075,0.1302220365
0.7077790583,0.6416848945,0.5539819442,0.4143666569,0.5683760247,0.7920064467,0.3921418879,0.7438386367,0.4566650521
0.662949698,0.8015220952,0.4596210998,0.8570445322,0.9647438079,0.2185437204,0.9041606055,0.4283077992,0.2535852212
0.2829058557,0.7986690705,0.1749590645,0.2834904045,0.2933120029,0.4762214443,0.6103108397,0.5098434577,0.1608265392
0.8590606614,0.2273692959,0.9684741739,0.1920109941,0.7527201567,0.571373529,0.2235523113,0.9565950241,0.8900446878
0.0934784897,0.9847761416,0.1975967998,0.4078566763,0.7345244784,0.3770535686,0.7360293041,0.5440211308,0.0007378205
0.3392700297,0.5384843075,0.9787548913,0.8054047844,0.3876926226,0.9269096926,0.8645795197,0.603867233,0.3267914155
0.7721963692,0.2880316384,0.591540698,0.8895936883,0.1804854921,0.009898419,0.6287484784,0.2305416493,0.4132449406
0.4320072755,0.3112928034,0.5104032806,0.3527930335,0.0864783588,0.7075349286,0.9991714449,0.818686299,0.7407716352
0.4969822967,0.4718884903,0.6055593072,0.6454229234,0.4652358056,0.8173200944,0.3202313695,0.2283870543,0.6964055325
0.5076893959,0.0665219349,0.3107371619,0.6953628182,0.9668096569,0.4723222069,0.5099463975,0.1949155284,0.0626911689
0.2924486948,0.3678958726,0.3717256906,0.9491322336,0.1819371758,0.6663813395,0.6354508123,0.437516364,0.1592802145
0.874149214,0.7672452168,0.7899701707,0.6976560813,0.976082305,0.8232184961,0.258408983,0.2285471647,0.6267923932
0.4002398858,0.0358889205,0.587252422,0.4458991354,0.6479839974,0.1989236504,0.6779788891,0.0230962189,0.8952357909
0.2838902962,0.5493725792,0.0998849792,0.1293672714,0.5325673607,0.4359230669,0.8672413912,0.2841226216,0.3189141315
0.267766173,0.0046919682,0.8218723598,0.9018328318,0.1817047074,0.4347203206,0.3354271564,0.880159816,0.0754336766
0.337984222,0.6752229019,0.7276256494,0.3166859213,0.3360986996,0.6720163357,0.9462214615,0.7802403802,0.6681640621
0.5203877019,0.4054157517,0.8349571605,0.6995137057,0.0607654753,0.6834090804,0.3180985157,0.6993270332,0.2103046379
0.632405783,0.2963074076,0.1325941142,0.9727114402,0.8244630771,0.5921793242,0.4196845484,0.6888763297,0.2396587289
0.3252250468,0.9751922383,0.7040334307,0.8157601957,0.7895993697,0.7890157243,0.7443268483,0.0441694672,0.8645335129
0.5496348524,0.8016834673,0.3258812672,0.0292262335,0.9200143388,0.4489270402,0.8596149648,0.026815925,0.0462106718
0.4141237128,0.940250976,0.284979,0.4485884304,0.996966315,0.5749303061,0.1833458876,0.0894529736,0.6501264537
0.8513475221,0.0196577578,0.9679215497,0.7819984979,0.7604811382,0.0600815737,0.821869903,0.098478473,0.9232012136
0.6008143723,0.9853518296,0.8336084515,0.2337597078,0.8352020206,0.8353827535,0.0430494049,0.1697361222,0.46113182
0.8092753387,0.5283939315,0.4053043697,0.0917707791,0.3866308625,0.9773695201,0.4420876347,0.6425627284,0.4335090609
0.0187256834,0.2373966428,0.8961540496,0.7156487349,0.2667357989,0.6365329288,0.2708271942,0.8910722544,0.7468157283
0.8310907402,0.7681045968,0.5346060582,0.3698882505,0.522500963,0.0564945005,0.1191922163,0.7457731548,0.6525011419
0.0062884956,0.3472847166,0.866510066,0.3147398811,0.0444693393,0.0786210962,0.2215033034,0.8464035352,0.3076930703
0.8679690771,0.3862518086,0.0495602526,0.9742908373,0.0995588964,0.8656980987,0.8899921027,0.7149199764,0.6528102909
0.2722953637,0.1531393765,0.5532583524,0.5710385269,0.0132320363,0.0446527682,0.044710262,0.2364721752,0.7821347248
0.5167765452,0.1668465189,0.5193237031,0.2150317368,0.6667764888,0.6829878932,0.3274223933,0.1462534803,0.9713415334
0.5156912336,0.5891089081,0.6561290224,0.9855072948,0.5370416185,0.6085219695,0.3388792556,0.334730258,0.0581690853
0.2247240236,0.7992113626,0.426437689,0.228644572,0.3400674539,0.5176531733,0.2224944585,0.2800477156,0.4243739005
0.3047140371,0.8573108504,0.0714277131,0.5817696969,0.1647231923,0.3506882796,0.6485379599,0.3827298484,0.4790424423
0.7674697859,0.5858761107,0.9995246399,0.0459116874,0.3377122835,0.9750390002,0.5606440254,0.0902721093,0.4842627489
0.1908876707,0.0128321829,0.9081145842,0.2382317535,0.7270326952,0.3175197744,0.6145243039,0.2770901104,0.3973986458
0.4872183984,0.2699010021,0.5632798022,0.4284940339,0.2356543061,0.6981217784,0.1956004077,0.2876505379,0.645925971
0.7604469114,0.6326646067,0.2213744333,0.9903427784,0.3423652775,0.6339428227,0.2622620114,0.5139015599,0.6293142419
0.6520411442,0.6290711323,0.9567814951,0.5072070514,0.4600044154,0.3611154126,0.786156249,0.5653617817,0.5766208677
0.0939323348,0.5811127869,0.2574781526,0.0357197395,0.4652068163,0.4058881085,0.3815636847,0.9265871097,0.6053354009
0.0389665873,0.3457645203,0.8253125323,0.2984204155,0.7122961492,0.1353587434,0.7937469808,0.9579407382,0.814844833
0.7016046031,0.7855803079,0.224751431,0.5936139724,0.6470422342,0.3420150403,0.6469393263,0.6748237135,0.6798085901
0.5484407465,0.1684769846,0.3663563908,0.5852631461,0.2243797015,0.0745446936,0.7648495848,0.7281544679,0.247134706
0.3656086028,0.7325014349,0.3447576195,0.6618774869,0.9228415948,0.072998926,0.2629525072,0.8723613375,0.9516786975
0.792349471,0.8262836933,0.0487271759,0.2868737215,0.5075458591,0.0821140425,0.2833366666,0.7200006801,0.6925122715
0.0155277157,0.4344875389,0.914911051,0.2996702974,0.6223301464,0.8204036392,0.8992849265,0.72650331,0.1831240866
0.1220734627,0.0864942172,0.0147428715,0.8677995058,0.2350215144,0.550598335,0.6713929367,0.2108653779,0.8612130266
0.1503051948,0.2372287423,0.1159839395,0.7326642731,0.0071389906,0.0189972399,0.2245269662,0.9862725071,0.5380697364
0.3843767773,0.3063390446,0.6665061498,0.1614927156,0.1245049366,0.3687008063,0.8076479803,0.7350327119,0.2944195895
0.3447081305,0.4030991162,0.7589495366,0.6555322923,0.7648457156,0.9946164263,0.68768699,0.7212253818,0.0821109652
0.9965790322,0.5176895286,0.3027787996,0.0400476067,0.125082348,0.8465386152,0.7929133761,0.4814383513,0.5323828675
0.3506930983,0.9168916361,0.7052397132,0.5488540661,0.3785211812,0.827819586,0.562116829,0.2632441032,0.3144362008
0.1815973562,0.5866866242,0.5116254678,0.7214122107,0.7127137263,0.8889672726,0.1177568722,0.393849903,0.9459623485
0.5551591984,0.4243808885,0.9153183796,0.6187877797,0.9133517987,0.3496374793,0.113046197,0.3390326304,0.7946430177
0.2485257203,0.0275929158,0.5308959419,0.0106703942,0.0582436733,0.3248127245,0.5499160208,0.8859102912,0.1628461177
0.176384697,0.8381176451,0.2966638894,0.9914031206,0.4829425809,0.619792463,0.8748110165,0.1688913584,0.2266824665
0.8779125474,0.8177546759,0.2263113684,0.7607241748,0.9719492192,0.5146546995,0.0337145459,0.1772873921,0.8674807213
0.5061894755,0.5573016389,0.8144517664,0.5839325215,0.4900181107,0.0308324164,0.4991247142,0.2012333446,0.3519940944
0.7802813395,0.2686711962,0.046132226,0.2850392617,0.9261016864,0.0737186614,0.0612661617,0.643287146,0.2915783187
0.5864834797,0.624425865,0.9782715328,0.8277866961,0.0631767111,0.0163923735,0.8720539233,0.98541042,0.9056036009
0.9961357433,0.4795523556,0.4060290891,0.0399453195,0.5470935716,0.4353670939,0.5362951173,0.1754027528,0.3720699691
0.8632864994,0.9397716734,0.887521497,0.2237264835,0.7142989838,0.3775055096,0.1281353831,0.5702706461,0.2552407049
0.0295296754,0.2065446908,0.2567993703,0.6012037531,0.8733115713,0.1736027873,0.7753827169,0.0238962385,0.944359964
0.5397611167,0.6743460752,0.7863523681,0.6432635398,0.5904756875,0.8212619736,0.0662208879,0.8321567199,0.6351808864
0.3227056207,0.483892696,0.4362700859,0.5076672635,0.1180031146,0.4580425113,0.6932170633,0.0300627141,0.4687003943
0.0668501169,0.1362381235,0.3165699262,0.5079982344,0.0851077628,0.385116328,0.4254755424,0.2759706553,0.1145610088
0.5819932178,0.7438041922,0.6364381798,0.3317933755,0.1828518459,0.0550955245,0.9185709525,0.1994586058,0.9758608723
0.6653424045,0.7727622204,0.7926331342,0.8380766413,0.1314938471,0.3175511854,0.3080084533,0.0956097827,0.4970339385
0.5063333246,0.1396122733,0.577186167,0.9610933878,0.0994157374,0.7604267842,0.414330605,0.1035328256,0.6208771272
0.6552593717,0.1577367836,0.7067444671,0.1779177818,0.6186847433,0.6141809877,0.1344930043,0.9133554611,0.9795106538
0.9051708994,0.0819521982,0.6860869096,0.2986508056,0.4026957212,0.2192166853,0.7904865323,0.8609023367,0.4952971861
0.3352156349,0.2969897569,0.3093281987,0.448439403,0.8058486907,0.1349447763,0.8459293891,0.9071145169,0.0838079143
0.0358676543,0.3323441357,0.5365636733,0.1081165003,0.356205842,0.8512389231,0.2449763922,0.5966249767,0.6906041331
0.4659080412,0.4001655837,0.9035576908,0.7941661824,0.3114445212,0.8908774341,0.573724566,0.8297311305,0.920877665
0.8477195846,0.9650896369,0.6382429996,0.1557824954,0.290220171,0.2137504024,0.4111921331,0.926651485,0.1386279413
0.5602852374,0.6149917224,0.1771645534,0.8343848304,0.0247206187,0.3636921968,0.4958075704,0.9460937537,0.7193003874
0.0721382559,0.371698891,0.6040142474,0.4438933278,0.37480743,0.1568852603,0.6492274294,0.2231709198,0.9740922879
0.0584030543,0.2899456955,0.5228079916,0.4017392502,0.1958915307,0.4762149986,0.8518167578,0.386242456,0.9322012828
0.4713563325,0.5296034806,0.6281093149,0.0279016295,0.0541114917,0.065674864,0.8042240562,0.6317446241,0.2749639638
0.1743250797,0.7981188954,0.4915371325,0.2685538954,0.6514118894,0.623777177,0.0031863861,0.8586760126,0.8693294898
0.6998915598,0.9678925637,0.7836111898,0.8086124829,0.8668707705,0.5757086629,0.9411019746,0.4026234413,0.9237450385
0.6343720639,0.3458658601,0.1533727888,0.4808625909,0.1534579385,0.6779039728,0.5757631354,0.7239933487,0.8765151245
0.1038594563,0.8103098318,0.5354339012,0.219718331,0.2052420583,0.1585642654,0.8011215103,0.3102781675,0.9235619737
0.8730479211,0.9439336364,0.1813451764,0.7621915981,0.1340118789,0.7832739335,0.7423844964,0.8171697839,0.2195328881
0.8589811376,0.7702419052,0.2340271056,0.3312397285,0.3797974735,0.2132828888,0.4009726138,0.1685970393,0.5015896619
0.1166659496,0.6487933688,0.9741554223,0.2453093147,0.3871130603,0.676183254,0.0270390671,0.449093509,0.9320097626
0.7374206891,0.4214075999,0.7910129351,0.6164987125,0.9244894858,0.0696170235,0.9299031384,0.4124319393,0.3368198413
0.9054430497,0.5237205753,0.7341962967,0.2343582162,0.1137914276,0.9749821206,0.9359724063,0.4941482553,0.7247838075
0.6273584059,0.1166481338,0.6377859341,0.8679519135,0.7831255305,0.0477636727,0.1327505687,0.1829613349,0.6196282597
0.8441322441,0.0311612433,0.7352451149,0.3738730073,0.4545311821,0.034686008,0.0542209318,0.1060605571,0.4984266793
0.7260065561,0.4704822053,0.9838716267,0.3605747551,0.4948825026,0.3956522848,0.0489021004,0.7465572697,0.7377768604
0.7346906266,0.1448053913,0.363183189,0.8304850943,0.6871747016,0.5371870932,0.7845270718,0.412148193,0.4806926397
0.5429618177,0.4166359114,0.6418040784,0.0301378851,0.3890933481,0.6645882393,0.576745139,0.0636352464,0.7851145412
0.058448965,0.6889252581,0.8589029866,0.1447251872,0.2850150224,0.7679764745,0.9491701736,0.3745886229,0.8145270352
0.0596419915,0.4316205538,0.3271531665,0.9288114565,0.9390574081,0.3467421022,0.3660737947,0.7719102299,0.9743611217
0.1559405159,0.0181549955,0.6289501826,0.6223459721,0.3803757371,0.9357392441,0.2029412934,0.2942624576,0.1075118771
0.1118188698,0.2469971976,0.8881942877,0.9132366739,0.1417073114,0.6808945008,0.4879645198,0.1390720136,0.9923082599
0.8825694283,0.5538422538,0.4958416533,0.0935361178,0.3815785693,0.5945163846,0.2577484436,0.9286016906,0.5432709896
0.5520957168,0.3771154359,0.1370698188,0.8175100514,0.9284715778,0.6718658102,0.7720012306,0.3781268781,0.6912742076
0.2022174734,0.5537725538,0.9668352646,0.4272455769,0.6449268262,0.590552676,0.9344050449,0.4534951809,0.5991633574
0.769668584,0.9796472937,0.3535650065,0.1030375345,0.3301227465,0.2172425063,0.9555030821,0.9412259804,0.9941334873
0.0338286532,0.6781704687,0.5985401969,0.3223302898,0.4693230514,0.9055144149,0.1534335467,0.037138368,0.8942955267
0.9283449752,0.7480445416,0.0391912824,0.4441964722,0.7476445362,0.0756356544,0.5225411288,0.5497915579,0.2855731107
0.0432651793,0.1541724396,0.9158817334,0.1149858183,0.908303092,0.1980401026,0.1636779231,0.1083500397,0.7641970781
0.8785896283,0.6484468118,0.0931146317,0.8530399576,0.2271689854,0.5142666216,0.6452130773,0.0262689635,0.5268911379
0.254369678,0.8096283211,0.2199168419,0.0441419187,0.5945676763,0.4405720294,0.9823767967,0.9517303074,0.0959591356
0.4648490229,0.8586718459,0.2335926928,0.1545198266,0.4263809714,0.4680725846,0.154243598,0.1715365383,0.4514220601
0.9313931952,0.8287364617,0.692033208,0.198705737,0.7775810363,0.9318570218,0.0537624657,0.289911529,0.9130945804
0.3212338039,0.4520099149,0.5595985169,0.6924837471,0.9171105542,0.4086122052,0.5482840168,0.586502027,0.4606927908
0.3329481345,0.8638788483,0.4496074165,0.0332935625,0.9511181272,0.3063379589,0.0624775107,0.463850385,0.9767435752
0.7659531671,0.9197232327,0.2889757915,0.9278232919,0.3577743692,0.9020256812,0.5632911439,0.1965384802,0.3875517941
0.7039542168,0.9540676044,0.4460282924,0.8801721355,0.815433864,0.5502661744,0.9807954484,0.8862397408,0.4258445911
0.8943990681,0.6274033177,0.3213811931,0.0182788079,0.4208410445,0.9225257013,0.810749497,0.0532754308,0.313294895
0.9792662449,0.5678798892,0.9124582878,0.6350538428,0.2731718484,0.6568673162,0.1920113005,0.6110935761,0.4784923703
0.3343143887,0.3363376756,0.1245997362,0.1512415179,0.7049189971,0.6118721124,0.6191970061,0.3204810682,0.4741651025
0.6654263714,0.385564836,0.8657235256,0.1664293981,0.4831410658,0.6894905278,0.5594378556,0.6747897039,0.9162392383
0.0170904696,0.2367898459,0.1002116427,0.582151925,0.4408946675,0.3904040756,0.6236146709,0.5436710403,0.6219979755
0.4388117213,0.0023320613,0.0534038646,0.6441937787,0.0682394519,0.2788753461,0.3672803638,0.3473250258,0.2945129785
0.8313820625,0.0685568308,0.5497836499,0.8317920214,0.77250499,0.9442656422,0.18013997,0.4412900996,0.0831649513
0.782192912,0.8176573731,0.8189451874,0.3737951864,0.9313704532,0.0211217888,0.8057001319,0.2939885417,0.6209286631
0.8999545658,0.9377782161,0.163225258,0.1337468852,0.7151745504,0.8483077961,0.0633750155,0.3827781079,0.7030803624
0.3232143233,0.2683866816,0.4310793139,0.3141684909,0.333740744,0.0426651398,0.3915829884,0.7444796984,0.9131496276
0.5285806989,0.937190447,0.2009583088,0.4827760803,0.7142092795,0.7126159393,0.116215606,0.1017933891,0.1144563155
0.7694048558,0.7826265057,0.5003092217,0.5017728768,0.9747634823,0.9517717059,0.0069317254,0.6189224871,0.5214621297
0.7930438959,0.5876259331,0.7454694293,0.6571036354,0.1523906372,0.739126971,0.1075233086,0.199477918,0.497545185
0.3936247134,0.6181527404,0.9949348834,0.1700162287,0.1601152029,0.6406236361,0.9785553294,0.2648890121,0.5049720765
0.4276173387,0.4563444091,0.2028818771,0.4090493482,0.6610327289,0.3700047154,0.7716485725,0.4938876573,0.4068354932
0.964739606,0.4696043225,0.4972554655,0.0641372094,0.5006735721,0.2805347645,0.0625540609,0.263616659,0.0008535159
0.3744861709,0.4535308694,0.7513356504,0.8112306215,0.9271449868,0.4478815871,0.0209281917,0.3185991351,0.6914807986
0.4819557366,0.651950601,0.7844607166,0.0999833313,0.4435761261,0.3805572998,0.7152600582,0.2774029116,0.715739052
0.0021346961,0.096761517,0.0292425021,0.5577050375,0.5135507253,0.2745461608,0.8058577157,0.557413091,0.4583691147
0.2190792214,0.0313716531,0.8902549816,0.5439365192,0.6729754684,0.8919332472,0.2019875059,0.4598640536,0.5962312378
0.0998597075,0.7334052559,0.5914133983,0.4408242786,0.3188210716,0.1936564622,0.5427843325,0.7885096618,0.8982469202
0.5955641237,0.6898991701,0.8147160681,0.1089037084,0.8785147052,0.4417491506,0.5031691864,0.795639134,0.2486758702
0.2315131165,0.9288478426,0.4348984358,0.3368779661,0.5233345814,0.7519094651,0.5331074176,0.2582532368,0.3993521486
0.1756583927,0.4154606601,0.9861143488,0.711197627,0.7697464942,0.5473253052,0.5852649414,0.2877234363,0.3414512025
0.3532924952,0.4542469948,0.3061409991,0.0383197595,0.4820613286,0.520705801,0.2414330929,0.6103876235,0.5821033812
0.541674542,0.9252365264,0.9083403908,0.3076085914,0.040819868,0.8332434807,0.869272959,0.7197050252,0.028385045
0.1646577411,0.4469893493,0.6881803442,0.3506865599,0.1954552049,0.8147865552,0.0831453525,0.2890611319,0.3071492088
0.410009484,0.8391626531,0.0762881925,0.4227966471,0.4283695577,0.704831647,0.0050275016,0.4507019273,0.3161466822
0.5223363214,0.5955325307,0.2959525026,0.2170395975,0.8711753888,0.1274344146,0.832300968,0.2924848704,0.0652524724
0.7903922219,0.9020666368,0.2638021794,0.4528594257,0.6926561673,0.3647635835,0.1997723896,0.213064481,0.1337152894
0.079785269,0.1496956539,0.7354593873,0.0664476503,0.6362553481,0.8992715119,0.3550997037,0.1071755451,0.3002710785
0.061804489,0.9270106319,0.2445445121,0.6626144263,0.2622525338,0.9588106526,0.5654332277,0.3750431186,0.4214470929
0.7309730903,0.2193975116,0.8675872895,0.4026712375,0.2772551088,0.7509629067,0.4488026036,0.1058960827,0.5898616458
0.9810981287,0.1359899039,0.343528738,0.154886022,0.2378869201,0.9062077631,0.2088571335,0.0647784888,0.9037469223
0.6620353812,0.2177040966,0.9694349193,0.3136006116,0.8894912172,0.5351116005,0.8246974365,0.955339612,0.5827808818
0.0234973407,0.8331249584,0.5061468584,0.308742445,0.5542422612,0.6920994355,0.2565412396,0.0026079644,0.895116698
0.4958635936,0.0606428003,0.8201593468,0.3004618883,0.1598211953,0.8990512036,0.7749009228,0.7267558314,0.0910154181
0.704074759,0.715097673,0.1714447669,0.9808721226,0.537988985,0.8268732184,0.9864796128,0.244093118,0.684389624
0.2978694816,0.1604784592,0.8811605358,0.0869280638,0.9450907733,0.2418927883,0.9751375536,0.4819150046,0.006587106
0.8711963545,0.631066134,0.7570161566,0.4458913882,0.6577840792,0.6027425057,0.4912832435,0.4862066435,0.3625090034
0.5978171611,0.7216747552,0.5094286774,0.1020842413,0.1356267701,0.7317721876,0.0041301546,0.9406148344,0.4130019611
0.2839693802,0.7429897753,0.9525106754,0.3818606948,0.5347313464,0.3686615354,0.8502664294,0.0001140328,0.504128444
0.6729072107,0.3697613219,0.0090498626,0.8798263683,0.8022875707,0.9949616322,0.5382149636,0.2557955792,0.811692222
0.2586680555,0.4499827218,0.4106948883,0.9902346034,0.9807698624,0.3112329606,0.9722025914,0.3680283288,0.6446775589
0.6319155265,0.1274074907,0.6583860095,0.3137333649,0.1792559153,0.8557136685,0.3706936711,0.6727224707,0.5003311653
0.0926051121,0.3519933466,0.5026086092,0.049620511,0.3220145341,0.2794753939,0.9994078223,0.9738107715,0.2344006596
0.3235697285,0.9075991879,0.6922293277,0.5427010292,0.8864687486,0.7072267102,0.232868477,0.9862759605,0.2321464135
0.2533223075,0.3003647127,0.7670355504,0.968877048,0.7393778376,0.8079099546,0.6391897576,0.751559987,0.5242438242
0.4422277601,0.5831546383,0.5535865363,0.6880141348,0.9601396399,0.2628600008,0.225907447,0.6041821088,0.0121268441
0.8877969056,0.8318055561,0.1744011864,0.094082765,0.4335743806,0.9732166673,0.4176959507,0.8439161733,0.3483699469
0.3730633128,0.2220630997,0.9182264023,0.8854136877,0.8459755725,0.5820703565,0.1374030262,0.9372893707,0.3167142782
0.725416671,0.7848657663,0.1753123826,0.431225209,0.7113330828,0.6219493323,0.1324893679,0.95911046,0.8183022521
0.1819279497,0.2947753516,0.0263226789,0.0580809135,0.0492657211,0.7678746076,0.0209908125,0.2185643394,0.9161409789
0.2257652304,0.6337764577,0.8759172137,0.7788651076,0.502253809,0.1331984075,0.8455333924,0.1666445262,0.1982793105
0.4142976194,0.8378383345,0.5087959948,0.3688675971,0.293944906,0.7440202886,0.3777051042,0.0163209296,0.3133891814
0.2500383675,0.470713468,0.9602120526,0.6415160049,0.9034709739,0.9166267768,0.9706527959,0.9653073596,0.5233569327
0.2952216207,0.3489038451,0.3555954413,0.558069271,0.002722997,0.4682314959,0.1627280514,0.8420154639,0.4809994407
0.4349128429,0.9842458365,0.1033150202,0.8033955544,0.2486070024,0.0805232262,0.0586657701,0.0425979772,0.6563687129
0.7807139719,0.2746012763,0.1311865649,0.8697515873,0.1836206687,0.7100833922,0.0384202164,0.0606703933,0.6538751158
0.6690778311,0.6599131864,0.4700184613,0.8829067256,0.7563959255,0.8143979283,0.0928863774,0.1330844432,0.6649341676
0.4209842128,0.5427936919,0.8316394119,0.5320925578,0.0876493366,0.7895297217,0.6082370514,0.8129273898,0.5527972435
0.2134911444,0.650122531,0.0922717811,0.5908712442,0.1054315579,0.0572809367,0.2030744026,0.1061826197,0.6295985759
0.7139966441,0.8088219301,0.5374542649,0.4429487262,0.2546843216,0.8235643578,0.8823586681,0.2079579968,0.0775291706
0.4374589664,0.8774597032,0.1896815235,0.3348363002,0.8962069044,0.761604581,0.7323325623,0.6696412195,0.0939546507
0.3835058673,0.9700934251,0.2545564575,0.1999350877,0.1754494617,0.8623639608,0.8174446071,0.2152105283,0.6324018463
0.776395641,0.5890190608,0.9386805485,0.2360440542,0.370405332,0.684163911,0.308327504,0.1346450336,0.3002922074
0.2168315479,0.3834842248,0.7555607248,0.4996656829,0.1724221157,0.3723616153,0.5790003589,0.9465599309,0.5296958261
0.7476897326,0.6417807648,0.7021782543,0.7930144207,0.5767394423,0.4447863507,0.4541965001,0.2671557255,0.6155761413
0.339559563,0.1167260665,0.1698179105,0.4756459738,0.6536695827,0.2626355872,0.278867715,0.9579237653,0.2605260285
0.0972261846,0.9131390357,0.3942893757,0.9934926503,0.1983590375,0.7267899802,0.4063298013,0.4627663021,0.5541939843
