V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.0122723875,0.8674521574,0.8044664464,0.6735136532,0.8928286654,0.199949088,0.3027724193,0.2558014225,0.3833563342,0.9451520748
0.7403756934,0.1939728425,0.863656156,0.2840595476,0.7142032753,0.0215407545,0.5680760383,0.0657021129,0.3881330551,0.5431972176
0.141370988,0.9004474944,0.1657729817,0.5558611089,0.379865851,0.2986345738,0.6319694486,0.0433332468,0.500339837,0.4557592368
0.4519975551,0.0883524599,0.351512607,0.2640592526,0.1190087879,0.2785731561,0.529387689,0.6848010682,0.5573934286,0.6976722709
0.5892085985,0.7179000662,0.2158265384,0.2013872212,0.1167911424,0.5150794266,0.9467069171,0.5791535093,0.344988314,0.519657512
0.6158650573,0.5667021233,0.3996937026,0.7637272768,0.2448582805,0.4005086233,0.038161831,0.7591325699,0.604634406,0.7393628003
0.9098675638,0.077455081,0.091095106,0.2628842387,0.2804793636,0.0677578207,0.0300879378,0.5072216482,0.405972817,0.4241177074
0.5519762044,0.0536203466,0.3770614637,0.2355794893,0.7588617327,0.4001271818,0.3542729015,0.2332017501,0.3024921468,0.689995711
0.2354581552,0.1963085588,0.0245238799,0.6442290382,0.8694081912,0.4728765113,0.0702090089,0.5395449558,0.1307449564,0.036248323
0.0324063413,0.0056911216,0.2014953939,0.9896739682,0.5901982305,0.9992844085,0.4549574952,0.446718978,0.4563461125,0.3892654437
0.2057966471,0.3678664127,0.2605091087,0.2562595548,0.3378798766,0.6346970275,0.5096523992,0.2449498603,0.3752473497,0.1802281644
0.3321061542,0.0482591121,0.7264887583,0.3496991503,0.9808230537,0.2284852387,0.7777926957,0.134103518,0.1501563306,0.7838143611
0.708654226,0.5234295076,0.9789584535,0.1520939551,0.7408629446,0.2904998679,0.8705460008,0.3449162438,0.006011737,0.4146116422
0.0726517921,0.7200568318,0.3624824898,0.3276405546,0.5571757497,0.3261337751,0.9509483168,0.5628368051,0.514821816,0.8509472455
0.4230302605,0.8460871803,0.953403007,0.9137610041,0.2398941498,0.4910386754,0.6591718716,0.1761780891,0.9601127268,0.0975908542
0.3718001088,0.9079170823,0.6879048585,0.4820411608,0.2804002846,0.5140359511,0.8455891297,0.3212791432,0.7463853662,0.7766542484
0.4124034287,0.647791167,0.9685649145,0.2294768018,0.8223279307,0.1988624516,0.7208950594,0.0606312833,0.5917861874,0.8816836271
0.1077265753,0.8694875306,0.2341319062,0.5508648367,0.6779088147,0.1900773933,0.8673683617,0.9614391883,0.0435893764,0.2276951214
0.4428420817,0.476936786,0.7332819421,0.8958372057,0.113396297,0.8234067396,0.4352875894,0.4443040104,0.1150477789,0.2169363224
0.8080875017,0.7913974696,0.9560127456,0.3288799108,0.1597671285,0.4988415334,0.0646763674,0.8994283455,0.3156572159,0.7240523912
0.9102822158,0.4516159194,0.1630500103,0.2923730086,0.1475105446,0.2813169362,0.1388595395,0.1141139285,0.128430652,0.6993000696
0.3715662209,0.5173991849,0.5700683619,0.1976874229,0.4724655829,0.2417600239,0.5014222451,0.8289039072,0.892231903,0.1357419156
0.3610158605,0.7447538914,0.7034260638,0.2532356021,0.5611938154,0.117637682,0.1593488352,0.0146300576,0.5463325309,0.9263777358
0.0223111345,0.6706121229,0.0362348557,0.8974972265,0.4810244055,0.4612744814,0.5409273945,0.5424985117,0.7455104424,0.7582712199
0.0705852159,0.3766530682,0.8780102895,0.9993796691,0.7630087961,0.6834544479,0.0953331105,0.6491773161,0.7378126152,0.0142294944
0.421252491,0.993688999,0.6095745352,0.8038411723,0.0205530941,0.2215536414,0.9937634566,0.2943151353,0.1338266232,0.5915068497
0.7822229404,0.1880843008,0.8073339835,0.366015773,0.9784690728,0.1968380285,0.3822747357,0.8824748443,0.120318403,0.9865095643
0.4207183626,0.8755455811,0.1467599785,0.2777667381,0.0703916829,0.6186608158,0.3403651775,0.5029245655,0.3979651239,0.5498158997
0.6613560081,0.3947898033,0.2332432754,0.381877749,0.29622805,0.0018332051,0.112428129,0.5918498703,0.4108804443,0.1575995656
0.2224612674,0.255279765,0.6720739917,0.7067014156,0.930234819,0.3397278653,0.7524302474,0.6609290554,0.5937652355,0.1256955417
0.0178342627,0.1742464111,0.1645527252,0.2139482051,0.8559746624,0.8475905077,0.4905860657,0.3393509577,0.7628419024,0.7767908641
0.9832753453,0.2393574158,0.0723097173,0.5165587317,0.8534313685,0.5412983196,0.5489980532,0.8744309554,0.0665985548,0.2863360362
0.0283169148,0.6949399041,0.0331377294,0.6021293867,0.1954900371,0.5847472961,0.1879958368,0.6585349219,0.4111047839,0.721464382
0.898062814,0.5097974308,0.3933237218,0.2266818502,0.3838854462,0.1240216631,0.3094528066,0.7263950915,0.8660620323,0.3209164185
0.2727293684,0.2964543158,0.9612939537,0.4507465779,0.9028558182,0.1274689033,0.4465927014,0.3330951184,0.8728498872,0.3852086756
0.6564200216,0.4183590745,0.7379614634,0.4168241438,0.5383583657,0.6987485013,0.3154334021,0.9869851861,0.5624866267,0.1017054452
0.2287008206,0.2590241379,0.5142011889,0.0142412852,0.3815858236,0.141970464,0.2117605526,0.9323658054,0.4391673615,0.0427376437
0.4066099895,0.9116154248,0.7267433805,0.34939015,0.704926156,0.6002501545,0.7509961401,0.015675561,0.8310336028,0.0092733798
0.1220602982,0.7412858605,0.6239488658,0.2787758862,0.7350947598,0.5633365449,0.3168712526,0.8731903608,0.3625415787,0.4176983852
0.1031006672,0.8262810474,0.2030088631,0.9881275697,0.6115593719,0.4666262323,0.7053704062,0.2808991631,0.6447084052,0.8890017346
0.4701621898,0.1687763904,0.2278805515,0.9738420499,0.1560142413,0.2857669699,0.7128649999,0.0675033273,0.9588474873,0.3583578302
0.0368842839,0.0616705699,0.3553345792,0.7653933384,0.1382268311,0.138431594,0.988013536,0.5956831735,0.6276217357,0.4967314289
0.3298374442,0.9137976894,0.2958688834,0.609391239,0.0456323777,0.6809204521,0.6539033072,0.1384807508,0.1389908453,0.1747042572
0.3034373987,0.0139656423,0.2006596103,0.7117294203,0.1889434375,0.3520789458,0.9345205792,0.4996818658,0.1373040394,0.8096345081
0.0020356763,0.0589899574,0.7373051578,0.0834302222,0.6983339791,0.3618493255,0.1463732817,0.8104710625,0.8984050041,0.7855181755
0.3922415497,0.8020916781,0.013450895,0.3142642721,0.3355712537,0.2519195834,0.6283829452,0.2262688808,0.9468425978,0.921962498
0.4026683683,0.4892037138,0.4587010338,0.827571447,0.0305080451,0.3828977342,0.1609721074,0.6603195833,0.9564937765,0.5936432483
0.1571512599,0.4212607157,0.0891776239,0.6336331589,0.3490860371,0.6876451501,0.6666423182,0.5753881452,0.1653468013,0.8511215972
0.2725116382,0.0907778642,0.5862350021,0.7626832894,0.1893386082,0.5651880156,0.6335792043,0.9986641316,0.7362368605,0.565386947
0.0374819234,0.8720040249,0.6379098757,0.7432164527,0.8457953918,0.6845433703,0.4835171918,0.094997599,0.7190282089,0.2812290376
0.7491026707,0.9165200989,0.6295336366,0.233652215,0.2731854769,0.8068434198,0.0377067744,0.8997016114,0.3791222812,0.5229328771
0.2414391835,0.8875006472,0.8281664986,0.9838508295,0.9181763672,0.0733722777,0.2626944326,0.869144565,0.5593366597,0.125593974
0.8110350175,0.2128578667,0.4163779325,0.4075504667,0.0168342583,0.7233718974,0.7828248772,0.7514446198,0.6875211438,0.0519778377
0.5753328691,0.6340210114,0.6290903541,0.5876251056,0.0175200531,0.5589491632,0.0198654425,0.4986064876,0.9000301668,0.3431470196
0.2429122061,0.1343512177,0.9216461771,0.8484006503,0.8782000239,0.0185738343,0.9801830931,0.3632364725,0.6707605456,0.9080586941
0.9191918424,0.7140017869,0.8501776978,0.4982588405,0.079276779,0.3215561272,0.9708565325,0.9830904414,0.6605455785,0.585352229
0.1985558502,0.3444624173,0.1284910862,0.7920367599,0.0353513299,0.3953877748,0.698112644,0.2291908294,0.6896293862,0.2572450188
0.6957995074,0.4337153116,0.4842748134,0.9067804143,0.1498493766,0.5434526158,0.983178159,0.3299825336,0.8910630476,0.2463016703
0.7443789393,0.3206185757,0.7442070374,0.4712619702,0.9030163037,0.0487618099,0.501100414,0.566201844,0.1437133851,0.4230027937
0.1268007404,0.1967226616,0.6869962432,0.0886078926,0.5718242764,0.1264767086,0.7634886045,0.4560689491,0.6883109743,0.1558130283
0.1882951255,0.2104052526,0.299543936,0.2650353366,0.7133222825,0.3874704142,0.5149636967,0.4247549537,0.4997539255,0.4401562458
0.3817454593,0.0218663502,0.4831997612,0.0192270346,0.2771054872,0.6010187385,0.7435694069,0.3192186952,0.9995034391,0.0708540857
0.2526148607,0.8257534571,0.5262563801,0.6372243979,0.9142756916,0.6538851841,0.2746177427,0.6666704416,0.6694977018,0.2762111025
0.534082568,0.6020175011,0.1867536567,0.3975349034,0.4506606983,0.3854630871,0.6210970816,0.8075866965,0.1816010852,0.2964288322
0.3305992454,0.6453391651,0.2983274949,0.1912606449,0.3238011734,0.7906608521,0.033247439,0.3552666765,0.6078841242,0.0114864458
0.3682417758,0.2642451441,0.7009453257,0.0283296455,0.8528824898,0.3442621473,0.6286525365,0.9187020264,0.9185788829,0.8906181552
0.5288603334,0.6555061219,0.608524285,0.0801276052,0.8802131312,0.5931112496,0.2482740101,0.7642421017,0.1901517331,0.9171521876
0.9825722657,0.3682805097,0.0420782049,0.4820585167,0.7603237396,0.237015374,0.5734277575,0.9881465295,0.3420424594,0.6779219005
0.7887632363,0.100031306,0.8657283841,0.8469095668,0.8235762683,0.0633467515,0.5495680643,0.8822413145,0.168423688,0.6683875094
0.754252377,0.4510653869,0.2443295789,0.0893359918,0.7961465523,0.2902314756,0.4836573896,0.5394792475,0.5977738856,0.0921060909
0.0470732327,0.8324827582,0.0936578042,0.6228307101,0.4369076483,0.6313883979,0.7096195286,0.9077145965,0.8564506106,0.1856431004
0.4586282326,0.1976043179,0.7214238341,0.9919242754,0.5187105336,0.4857306217,0.1161733505,0.1362439101,0.938417709,0.9943446224
0.1990048927,0.5227110316,0.7763718795,0.6855714247,0.2953321016,0.1089499197,0.6974590498,0.5393215092,0.5248009402,0.5858336873
0.4005606957,0.686705135,0.700831899,0.4432087638,0.6953729978,0.6619100808,0.236015171,0.7344126087,0.2402552231,0.2042530894
0.9007575256,0.2837540333,0.0751544067,0.6383487764,0.8678815577,0.4455142859,0.0268343959,0.1558570752,0.3649550276,0.5936673912
0.7308969221,0.8099438974,0.8798288025,0.1202308924,0.4876223383,0.4751764012,0.8074294762,0.7846927554,0.6116239603,0.0887584707
0.6440614827,0.4749745231,0.3492957724,0.3431569475,0.8383809552,0.0284243745,0.3605171391,0.025301131,0.5804590196,0.3659258648
0.6885091013,0.3772497855,0.5359803759,0.6610812137,0.6609013439,0.1146491314,0.6179920745,0.337513597,0.1489408326,0.6318343163
0.400726716,0.4843709073,0.9765943561,0.2236846695,0.2453757096,0.4793645781,0.7458348512,0.1829710717,0.4140028623,0.1856677502
0.16312145,0.3023983627,0.9182376319,0.5237385947,0.1149405793,0.9070080519,0.7093945725,0.6408426068,0.5565685995,0.3313154292
0.4189844804,0.4623955262,0.7374628282,0.7111803298,0.4855609231,0.1920644699,0.782075027,0.097461629,0.9215823698,0.3781688332
0.8581228307,0.5064002213,0.2577561636,0.3012896883,0.5638657536,0.2079640855,0.0067113251,0.7514502152,0.1737856241,0.5182127838
0.791832966,0.9307046793,0.6825281477,0.7325705523,0.0471507302,0.3374032879,0.2069272404,0.9796435644,0.872395142,0.9567060026
0.2264231564,0.3483785281,0.1039665772,0.857497198,0.3161421323,0.4950255393,0.329216992,0.8917561863,0.3832893374,0.9906770319
0.2786708158,0.59489351,0.1244070686,0.8814619889,0.0915771429,0.6520565355,0.4212545573,0.4686094434,0.5869404436,0.8956898211
0.5272569498,0.5206870909,0.7474909481,0.0761269678,0.9808567751,0.8048097552,0.6487057782,0.3812282695,0.3087593482,0.4621077043
0.505782197,0.0912139397,0.6923184998,0.8681052541,0.396741604,0.3986741023,0.8682233801,0.6340590669,0.1824223401,0.451251151
0.4409365337,0.2034767231,0.8946041053,0.0922489562,0.8741879298,0.5204126348,0.6662818035,0.7162947198,0.8802140397,0.089986213
0.4552842639,0.6987214838,0.2502680351,0.2982305072,0.8390672503,0.9245172581,0.2420699131,0.1498688795,0.9017382301,0.8159605311
0.4232172628,0.6805770553,0.6910576141,0.7966706215,0.8518318501,0.449554089,0.7418301806,0.472150018,0.2787723411,0.9248904064
0.0770544049,0.9096471688,0.1329776477,0.5070429321,0.6274635536,0.6567205433,0.2063071467,0.1036505268,0.355221448,0.6750042716
0.7878544235,0.5705761034,0.3350311748,0.0080687711,0.0561931205,0.1123231885,0.2126464848,0.2132962504,0.5856296502,0.788843625
0.5800921214,0.9799427623,0.4826114709,0.5821501452,0.1456871063,0.3009419278,0.6267255009,0.3285028245,0.0938072873,0.4176032038
0.1039454478,0.4646434195,0.561695839,0.2617011052,0.2616235386,0.5757431944,0.144762397,0.5143904625,0.6881812087,0.6157220183
0.3818795786,0.6341877673,0.7957808755,0.623369477,0.0135251593,0.8287814392,0.1124725773,0.6701909956,0.2440332831,0.7576906683
0.6864415612,0.701306412,0.9637971804,0.3573342031,0.7642120111,0.9888853701,0.795206558,0.5542145364,0.5212126421,0.9027276242
0.0188113621,0.3016222478,0.4834396725,0.3913125764,0.3120844467,0.6004096596,0.2958894148,0.474719685,0.3235679367,0.9396396042
0.8460661424,0.1436117066,0.9189401018,0.1572196253,0.4512371833,0.9568707929,0.6948929077,0.2249464171,0.8232454821,0.9236012411
0.8699620178,0.0065903731,0.2615388371,0.9995455733,0.9455705038,0.4733395269,0.4044411411,0.4749191073,0.3427179875,0.5868158252
0.1676292357,0.4126607117,0.6664900046,0.0609679131,0.1765242706,0.791197275,0.6098575958,0.6400500417,0.5591008337,0.0341258682
0.6135831026,0.1456390421,0.0450820087,0.6380894375,0.7703647686,0.2749218384,0.8423067685,0.1044845027,0.7013373342,0.1362611202
0.5084976992,0.0894119907,0.4957940141,0.4582358238,0.2782278643,0.7915087887,0.5970492761,0.8789109362,0.1854757206,0.8832998485
0.053416461,0.8117345008,0.5173069574,0.1574492152,0.5202593182,0.020549516,0.7144666982,0.3623532383,0.7688569194,0.9686485168
0.1421080779,0.9368489203,0.6586111372,0.2795725437,0.8757897713,0.9408453051,0.8458702161,0.058739556,0.296184049,0.2593781399
0.6634443996,0.8714818438,0.8949422392,0.4867301225,0.7611154069,0.9120125021,0.6546670783,0.0376639031,0.1602640185,0.7495698307
0.7665119998,0.2189098659,0.4499831214,0.9139529427,0.4512649202,0.4170842308,0.321414069,0.6137975755,0.1783879285,0.3949295504
0.2458870953,0.2373834178,0.409589129,0.7435577884,0.5950250395,0.3613122778,0.487607012,0.0024842478,0.5816734664,0.7388285368
0.3490177884,0.0080208897,0.3144215476,0.9523855322,0.376578456,0.7275424153,0.1223946167,0.7359165933,0.6343625819,0.3220879333
0.9610373615,0.230891899,0.0560843099,0.3723487023,0.7404799948,0.1262026005,0.0080389385,0.7483466635,0.652370407,0.6648889389
0.6210330024,0.4434529482,0.0010815731,0.5443547445,0.0148897311,0.7273369434,0.7814090911,0.6693273489,0.9015084775,0.8008814843
0.4642710423,0.7915186789,0.4065334261,0.3935829222,0.8151775247,0.5468065233,0.4998309526,0.3937117062,0.5811639416,0.5541675841
0.1457091542,0.3039672868,0.840707357,0.5485294659,0.1281634895,0.7955724867,0.6736579495,0.5601950947,0.9544747232,0.6685165612
0.1192403457,0.5022387088,0.6453512963,0.3607252275,0.9949590981,0.9148329385,0.1042718121,0.4321191926,0.7582820819,0.6939339705
0.1927268822,0.3588611125,0.7332111949,0.8572469281,0.1527864446,0.33174635,0.3670551851,0.7734811215,0.8582885002,0.5505602038
0.674698445,0.0431155125,0.9241721961,0.3804209097,0.2093957243,0.6524554545,0.1970494243,0.1824184733,0.4456836381,0.3587134089
0.5210852467,0.2718583071,0.3174396611,0.5811117522,0.2879092307,0.8740353459,0.0825741298,0.920890179,0.2556396003,0.5045265788
0.3319155164,0.3789481558,0.9316689367,0.9696934824,0.150370091,0.0563984646,0.2663013693,0.1939917926,0.9913386919,0.3337801669
0.1922602821,0.1578366328,0.2071031434,0.7008886533,0.548213365,0.3088599695,0.4433786515,0.9295567828,0.9517952406,0.6887383438
0.4043762963,0.7135191171,0.8363997231,0.6457697363,0.1822109639,0.8028945629,0.684342952,0.5613781472,0.9218165744,0.457768796
0.6084169364,0.324016657,0.8138158233,0.9426707483,0.1941467745,0.6339461799,0.4351713362,0.4660537064,0.6445218564,0.6918494846
0.2607856193,0.9052068782,0.8232167349,0.7823365193,0.212294139,0.5771414977,0.1066821776,0.2831089832,0.6388871684,0.3199765703
0.434035782,0.6419206604,0.3599242666,0.8523422743,0.3373849224,0.2015936484,0.5603622601,0.0051802024,0.7587883645,0.7774852158
0.6298451237,0.636291682,0.0574009663,0.6182312986,0.9244042709,0.9771972848,0.8944277854,0.6240329046,0.6735053242,0.1739784952
0.5871297328,0.1889358584,0.8392887258,0.3545947073,0.82289978,0.649557061,0.2537610324,0.7514486643,0.2893072469,0.2567145762
0.3638270791,0.3466045645,0.4840412666,0.4903288165,0.6205817335,0.9194891241,0.8405148508,0.468481607,0.7105269907,0.8273180923
0.9586114259,0.5941519027,0.0645930443,0.5007108988,0.4814198194,0.8510779419,0.6433605803,0.003576447,0.235050994,0.097553089
0.4548073325,0.826020462,0.6529923358,0.4317425585,0.9416495599,0.1631459452,0.4388740074,0.669702294,0.6847104402,0.262470793
0.0769256025,0.1737959264,0.7178143777,0.0667910811,0.3070573253,0.4815585597,0.5858177175,0.0637571218,0.9366047541,0.7073521016
0.488606263,0.8893461681,0.8573344371,0.5571462158,0.9850619175,0.3372301375,0.9079940596,0.0503747028,0.9852799629,0.5502867782
0.4890774905,0.8911836687,0.4938094695,0.1709770027,0.4173366174,0.0759548352,0.3219088938,0.426540043,0.4404348545,0.1817603859
0.3321998948,0.098997162,0.9469609689,0.2815682269,0.7152935022,0.8849381846,0.7533200406,0.6635271178,0.1544005806,0.0386144407
0.8046632162,0.0362283064,0.1950578366,0.5450246844,0.6503084409,0.658853079,0.3128997907,0.7302872948,0.0356136062,0.5493998718
0.1915608922,0.7841638059,0.5837559344,0.4435689203,0.0102194536,0.1988421828,0.5434016876,0.0953657683,0.8825810505,0.2183151713
0.3618835984,0.5835843654,0.5352112481,0.6370095203,0.0324607806,0.7607554297,0.5432729882,0.6771531417,0.3789619245,0.7319450644
0.9288942812,0.9478014167,0.6970261263,0.1714005091,0.2875671005,0.2995696522,0.4815777973,0.4668866978,0.8090948486,0.9308616275
0.2828603194,0.3656706302,0.6452626018,0.261813421,0.6602241863,0.7058992914,0.7791882157,0.3035545899,0.6282173852,0.4642719324
0.0714232356,0.5832789028,0.9632271186,0.5294357268,0.528637178,0.6463316912,0.5411084096,0.1364380249,0.0592370096,0.0633987004
0.2566057495,0.8077697854,0.3228860877,0.6353624514,0.5611401552,0.0514521135,0.2995998582,0.476758451,0.2546493625,0.9398417275
0.9707337443,0.9757735666,0.9814820553,0.1090704924,0.1948674736,0.5123235176,0.2751749281,0.3611235069,0.5745374355,0.7548172271
0.9194750641,0.0033594342,0.3858664497,0.7708379189,0.5324060929,0.5947837289,0.9663942137,0.3949845054,0.0694097262,0.994103974
0.8835612407,0.9335095042,0.8865039742,0.745288403,0.8038458454,0.1567442028,0.3373800055,0.3547114548,0.2993285102,0.7280506818
0.4984893529,0.534607942,0.6201181333,0.8819694116,0.0928707269,0.760114287,0.4223624459,0.9703358347,0.5264691778,0.4150310585
0.5174884005,0.4849027575,0.8929662774,0.2997390707,0.1969069235,0.5617900635,0.1486560307,0.4230571487,0.0699000203,0.6485691871
0.6705601115,0.3473139009,0.8337184573,0.3448683415,0.9773382884,0.3411584243,0.2263716171,0.8099833948,0.224838885,0.7108944308
0.285312182,0.4229878539,0.5313819391,0.4023876737,0.1134180815,0.1937346472,0.8270677174,0.8072386582,0.7200160453,0.3425564866
0.0222838135,0.1856104578,0.1186357625,0.4808033688,0.3894455291,0.2419928608,0.5644997801,0.8281052171,0.3394804308,0.9970476427
0.4576081529,0.0980447778,0.6169270808,0.346239991,0.3587173836,0.4739036402,0.7213223488,0.0802966324,0.1760383234,0.7991001587
0.9069413135,0.0564749504,0.8504432992,0.1418402903,0.2430358622,0.4687963529,0.503903091,0.641892392,0.8722412479,0.0519505232
0.7833318275,0.0304190542,0.9917618248,0.3783656626,0.2775519709,0.3783504618,0.6029821651,0.233180359,0.910215209,0.0119178302
0.0719799933,0.3853752397,0.1305449193,0.2000667208,0.2042248242,0.443890037,0.3645823703,0.3970626802,0.262267825,0.6605905097
0.5887420482,0.3701582879,0.098716229,0.8301791486,0.4724917582,0.4297223974,0.0851197885,0.4957827046,0.4308730399,0.817534257
0.4172771056,0.9636496531,0.809063914,0.7799191675,0.2660685384,0.0568078149,0.2938093452,0.4522929182,0.9763091344,0.4638188386
0.1232999978,0.8875062696,0.7576716512,0.55256895,0.1663801812,0.8009165875,0.9230183742,0.1568953854,0.5324301925,0.6417779021
0.7736857776,0.198814712,0.9968226682,0.5421854935,0.8584809781,0.6418381175,0.0990527126,0.9095855143,0.3408854015,0.6386582654
0.4345364475,0.8011399324,0.6582157919,0.7576229142,0.030236061,0.6459356954,0.655689249,0.9889931483,0.7333281124,0.0604104733
0.2417613133,0.4974412972,0.1195937993,0.2983139255,0.9865510552,0.9768121827,0.6032564221,0.2816354034,0.8368395725,0.7839670826
0.9533314717,0.2423952809,0.5970439326,0.564832343,0.8861387107,0.0691144601,0.271414439,0.956018944,0.9205632345,0.4013655144
0.6462042204,0.3493751958,0.254594859,0.0401528964,0.2680417034,0.29132888,0.0491189496,0.7197814817,0.6399454579,0.3839242326
0.8428255904,0.2854391581,0.7206467509,0.4835096372,0.3216546248,0.7802644211,0.7177276788,0.8625358259,0.1461456048,0.7755565129
0.630509451,0.0479385874,0.3998415733,0.2612380574,0.1956114511,0.1139765282,0.1406777499,0.7724543056,0.5532298705,0.1996303215
0.4616030671,0.1193460179,0.8971128021,0.1451896951,0.8457141423,0.057882081,0.239950116,0.5612702696,0.6681203225,0.3151157049
0.6940675306,0.2236672768,0.3807001163,0.0525147801,0.3883164045,0.0199801659,0.1619440855,0.9612615113,0.0514838092,0.2030125288
0.3801809486,0.5256290222,0.2380529072,0.9731923761,0.1978543901,0.6236287525,0.9807581925,0.3181350683,0.7357268822,0.6159732288
0.108089139,0.377915127,0.7178829021,0.878514085,0.8318404492,0.751536303,0.2187665049,0.2600241089,0.9665884511,0.559090985
0.0791051148,0.4636306653,0.5286864366,0.6144160312,0.56176621,0.7272806743,0.3388756474,0.0059341483,0.8858122844,0.7476886176
0.1974362594,0.7092575098,0.9073195269,0.4461767359,0.3845664698,0.1027978943,0.5629253271,0.8463295461,0.7700087135,0.5760643105
0.3729258659,0.6910112735,0.2334149389,0.4163572406,0.7854886528,0.4659647217,0.7519144183,0.6550881269,0.4763043895,0.4253028235
0.3604207665,0.4895818641,0.0271559155,0.1368601942,0.8404150314,0.0349386707,0.6627477619,0.0879112976,0.9710905959,0.2943856542
0.5671750512,0.1351173008,0.5427690113,0.2443451784,0.9695049408,0.8033021118,0.8173081018,0.3023015172,0.9344775775,0.3471253612
0.9492594134,0.2043446612,0.5000700213,0.5356701852,0.9889853892,0.4339578,0.212489641,0.9207431749,0.0130342825,0.9654213733
0.9718656568,0.7167956906,0.0350383823,0.5287850918,0.550549089,0.0199971062,0.3874235731,0.2074351928,0.6458403692,0.7594265537
0.6279431256,0.1224108574,0.3737736968,0.198645636,0.8489946488,0.2344585955,0.9239245285,0.9506826,0.381602647,0.0205514249
0.5183997257,0.3648522228,0.3044708255,0.4816923784,0.9357420888,0.1787627316,0.6068272986,0.6896158736,0.7057824302,0.2820842299
0.9033864453,0.8943363801,0.3491525932,0.8368521505,0.0425874679,0.2910934072,0.9079528891,0.7827404789,0.3616796941,0.7607439002
0.3851365151,0.1199134793,0.0665356135,0.6976397955,0.2752176637,0.282569496,0.6823127833,0.9339253295,0.5355414008,0.9504767566
0.8704652537,0.5877185336,0.2546945808,0.332291051,0.777356639,0.7189641825,0.4262071128,0.2468848864,0.786014573,0.6104309137
0.0217091886,0.3138875412,0.1664469428,0.219350884,0.7454482832,0.2010982912,0.830883919,0.7946098254,0.1388112968,0.4056398573
0.8390960507,0.7098214866,0.7458840506,0.3618226531,0.6941184222,0.6118959286,0.8468333627,0.0970860906,0.3380828556,0.6443801364
0.2468136479,0.2808773865,0.0268217912,0.0685958921,0.5324605473,0.3837884753,0.1838350128,0.6817318329,0.165055048,0.2185023127
0.0265346987,0.0553651662,0.378922811,0.639346916,0.0297482442,0.8211356909,0.0252616873,0.9322763269,0.2254940411,0.5948473285
0.5597326106,0.9304824481,0.1331992648,0.9464346939,0.3782725397,0.5717488036,0.4661052907,0.6679209536,0.3258894414,0.2819645244
0.9776706896,0.6616856989,0.3157267463,0.3963477672,0.2788485806,0.6794005339,0.5244357842,0.4444622903,0.4189738419,0.3052038797
0.7540190965,0.5257704258,0.4268815229,0.2244887077,0.9921444948,0.6851891351,0.0975280472,0.6429472617,0.3228270793,0.6701201834
0.8005363392,0.9900540109,0.826756753,0.9375887986,0.5922311353,0.8599607854,0.1650844261,0.4720514696,0.5816397895,0.2778346015
0.7767912282,0.524372275,0.7958104848,0.4875217504,0.0302834541,0.6048745024,0.8033440316,0.4244200382,0.4360770055,0.9277116563
0.2443987201,0.6258692199,0.6061635856,0.3357562358,0.3047161731,0.0832075919,0.7749795672,0.530637631,0.6696429378,0.4712675977
0.6544738833,0.6213655889,0.7058983569,0.9322319448,0.8799385671,0.5890920812,0.4461150153,0.373536868,0.8136894635,0.8394075974
0.7946090726,0.7097056424,0.0290675687,0.1707372046,0.5833418714,0.215301055,0.2024490223,0.0460166242,0.896302599,0.5464940537
0.3656286234,0.7150747145,0.8896917938,0.9644976214,0.4639369047,0.6558107447,0.0627424077,0.3818790487,0.8839612778,0.1633790571
0.5155851478,0.6366219854,0.7714080994,0.1167237607,0.5354591194,0.9282379099,0.4953664474,0.5298210962,0.5189695421,0.3695541334
0.6526412216,0.6806587437,0.2216333924,0.112662544,0.7969722324,0.6170082446,0.6111150596,0.3318681172,0.1774749267,0.6126710579
0.850346745,0.3181974492,0.2068342136,0.9473204191,0.4951904772,0.4669983343,0.5954888205,0.7435146843,0.4200801109,0.0059497792
0.7506652062,0.0809213626,0.6861181469,0.2355708759,0.3388859306,0.9313125187,0.5924691034,0.8694966289,0.4484517151,0.1793470597
0.5968801586,0.1487281083,0.6539142223,0.2142204419,0.3817110602,0.8684031975,0.7567389489,0.7509008276,0.4608238272,0.6137853356
0.5830547691,0.4508761915,0.2283931866,0.4645873862,0.6702917386,0.5954464914,0.8181950243,0.3853762913,0.5358165675,0.9837738024
0.0876455184,0.3524497782,0.4771603197,0.298284502,0.4537746429,0.0274433375,0.3845234173,0.9174758377,0.5641028995,0.3368379076
0.404030408,0.82108686,0.4665753047,0.5113308309,0.091141165,0.370273666,0.5033740264,0.8222070211,0.6772581104,0.792402263
0.2473171426,0.5492025893,0.3788043337,0.3649318796,0.4743034064,0.2374101526,0.908936871,0.7899008221,0.3756552376,0.6820797184
0.8710633758,0.3928630769,0.7851392534,0.1023618239,0.8356964893,0.0837275865,0.4784541789,0.6973075657,0.2728907818,0.4886683829
0.8090571547,0.3779626654,0.9317382746,0.5654362144,0.4469789343,0.8766688141,0.3513477047,0.1296260208,0.5124038248,0.3354356503
0.5905923692,0.0624915746,0.4958311836,0.1216229291,0.0520448762,0.8365018396,0.4435424437,0.084222079,0.354312181,0.148174624
0.9646614136,0.3599526652,0.518309501,0.1861676662,0.9528358069,0.5044623704,0.8604824876,0.6797622498,0.5886418463,0.7644805198
